circRNA	1_DEL13080_R1_17to51__circRNA.txt	2_DEL13080_R1_17to51__circRNA.txt	3_DEL13080_R1_17to51__circRNA.txt	4_DEL13080_R1_17to51__circRNA.txt	5_DEL13080_R1_17to51__circRNA.txt	6_DEL13080_R1_17to51__circRNA.txt	7_DEL13080_R1_17to51__circRNA.txt	8_DEL13080_R1_17to51__circRNA.txt	9_DEL13080_R1_17to51__circRNA.txt	10_DEL13080_R1_17to51__circRNA.txt	11_DEL13080_R1_17to51__circRNA.txt	12_DEL13080_R1_17to51__circRNA.txt	13_DEL13080_R1_17to51__circRNA.txt	14_DEL13080_R1_17to51__circRNA.txt	15_DEL13080_R1_17to51__circRNA.txt	16_DEL13080_R1_17to51__circRNA.txt	17_DEL13080_R1_17to51__circRNA.txt	18_DEL13080_R1_17to51__circRNA.txt	19_DEL13080_R1_17to51__circRNA.txt	20_DEL13080_R1_17to51__circRNA.txt	21_DEL13080_R1_17to51__circRNA.txt	22_DEL13080_R1_17to51__circRNA.txt	23_DEL13080_R1_17to51__circRNA.txt	24_DEL13080_R1_17to51__circRNA.txt	25_DEL13080_R1_17to51__circRNA.txt	26_DEL13080_R1_17to51__circRNA.txt	27_DEL13080_R1_17to51__circRNA.txt	28_DEL13080_R1_17to51__circRNA.txt	29_DEL13080_R1_17to51__circRNA.txt	30_DEL13080_R1_17to51__circRNA.txt	31_DEL13080_R1_17to51__circRNA.txt	32_DEL13080_R1_17to51__circRNA.txt	33_DEL13080_R1_17to51__circRNA.txt	34_DEL13080_R1_17to51__circRNA.txt	35_DEL13080_R1_17to51__circRNA.txt	36_DEL13080_R1_17to51__circRNA.txt	37_DEL13080_R1_17to51__circRNA.txt	38_DEL13080_R1_17to51__circRNA.txt	39_DEL13080_R1_17to51__circRNA.txt	40_DEL13080_R1_17to51__circRNA.txt	
NM_014964	4.0	4.0	10.0	6.0	3.0	4.0	5.0	2.0	3.0	1.0	1.0	2.0	4.0	1.0	2.0	2.0	4.0	1.0	1.0	1.0	5.0	2.0	3.0	4.0	2.0	3.0	7.0	1.0	1.0	1.0	4.0	7.0	2.0	5.0	9.0	2.0	4.0	10.0	7.0	2.0	
NM_012300	3.0	3.0	1.0	6.0	6.0	0.0	7.0	6.0	1.0	2.0	1.0	5.0	4.0	4.0	1.0	1.0	9.0	13.0	1.0	3.0	4.0	2.0	1.0	31.0	6.0	6.0	4.0	6.0	1.0	3.0	2.0	2.0	3.0	7.0	3.0	12.0	8.0	13.0	8.0	1.0	
NM_014963	0.0	0.0	1.0	1.0	1.0	1.0	2.0	1.0	0.0	2.0	1.0	0.0	0.0	1.0	2.0	2.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	2.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	
NM_001164380	1.0	2.0	4.0	2.0	2.0	1.0	5.0	4.0	3.0	7.0	5.0	2.0	2.0	12.0	1.0	3.0	3.0	2.0	6.0	1.0	4.0	3.0	4.0	11.0	1.0	3.0	5.0	11.0	1.0	4.0	3.0	2.0	7.0	3.0	6.0	1.0	8.0	12.0	5.0	2.0	
NM_012301	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	3.0	2.0	1.0	2.0	2.0	1.0	3.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	6.0	2.0	1.0	1.0	
ENST00000306897.4	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
NM_014961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NM_002990	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
NM_014960	1.0	5.0	1.0	1.0	10.0	8.0	1.0	11.0	5.0	3.0	10.0	8.0	1.0	3.0	1.0	11.0	8.0	4.0	7.0	4.0	6.0	1.0	10.0	1.0	6.0	1.0	5.0	6.0	7.0	2.0	1.0	1.0	1.0	4.0	2.0	8.0	1.0	1.0	1.0	3.0	
NM_001660	1.0	1.0	4.0	2.0	2.0	1.0	3.0	1.0	1.0	3.0	2.0	0.0	1.0	2.0	1.0	3.0	1.0	1.0	1.0	2.0	4.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	2.0	1.0	2.0	2.0	1.0	
NM_001164382	1.0	2.0	3.0	2.0	6.0	1.0	8.0	4.0	2.0	2.0	6.0	2.0	6.0	9.0	0.0	5.0	6.0	2.0	7.0	3.0	3.0	7.0	2.0	11.0	5.0	8.0	6.0	5.0	0.0	3.0	1.0	4.0	6.0	7.0	4.0	9.0	5.0	11.0	7.0	1.0	
ENST00000471727.1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	
ENST00000312828.3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	
ENST00000344876.4	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
NM_012308	1.0	2.0	2.0	1.0	3.0	1.0	2.0	1.0	7.0	2.0	2.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	4.0	2.0	1.0	1.0	4.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	2.0	4.0	5.0	1.0	
NM_012309	1.0	1.0	1.0	2.0	1.0	1.0	0.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	3.0	1.0	1.0	3.0	2.0	3.0	2.0	0.0	0.0	1.0	2.0	1.0	1.0	0.0	1.0	5.0	0.0	2.0	
NM_012307	1.0	2.0	0.0	0.0	4.0	0.0	2.0	1.0	1.0	2.0	1.0	1.0	2.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	7.0	2.0	0.0	
NM_000358	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0	0.0	2.0	1.0	1.0	1.0	1.0	2.0	0.0	2.0	1.0	1.0	0.0	4.0	1.0	2.0	2.0	6.0	1.0	1.0	
NM_000355	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	
NM_182498	1.0	1.0	5.0	0.0	2.0	1.0	1.0	0.0	3.0	1.0	2.0	1.0	2.0	0.0	2.0	2.0	0.0	1.0	1.0	3.0	1.0	0.0	2.0	3.0	3.0	1.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	4.0	1.0	3.0	0.0	11.0	6.0	3.0	
NM_000352	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	
NM_012340	1.0	0.0	1.0	2.0	1.0	1.0	3.0	0.0	2.0	4.0	2.0	0.0	1.0	0.0	1.0	1.0	1.0	2.0	1.0	0.0	2.0	1.0	5.0	3.0	2.0	0.0	1.0	1.0	1.0	3.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	2.0	1.0	2.0	
NM_001164372	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	3.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	2.0	0.0	0.0	
NM_012341	1.0	2.0	1.0	1.0	1.0	0.0	1.0	2.0	1.0	3.0	0.0	1.0	1.0	1.0	2.0	2.0	2.0	3.0	1.0	3.0	1.0	1.0	0.0	3.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	3.0	1.0	3.0	1.0	1.0	2.0	6.0	4.0	1.0	
ENST00000553457.1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
NM_001686	6.0	5.0	39.0	16.0	10.0	4.0	9.0	4.0	6.0	5.0	9.0	5.0	8.0	9.0	3.0	22.0	20.0	20.0	9.0	11.0	11.0	29.0	12.0	60.0	9.0	2.0	25.0	23.0	3.0	6.0	8.0	13.0	2.0	19.0	8.0	34.0	9.0	100.0	52.0	2.0	
NM_001687	1.0	1.0	2.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	3.0	1.0	0.0	5.0	1.0	4.0	0.0	0.0	3.0	1.0	1.0	8.0	0.0	1.0	2.0	4.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	1.0	4.0	21.0	8.0	1.0	
NM_182492	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
NM_001688	1.0	1.0	1.0	2.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	2.0	3.0	0.0	3.0	0.0	0.0	1.0	2.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	2.0	1.0	1.0	
ENST00000531169.1	3.0	2.0	5.0	1.0	1.0	0.0	1.0	0.0	1.0	2.0	2.0	1.0	0.0	3.0	0.0	0.0	0.0	1.0	5.0	0.0	1.0	2.0	0.0	7.0	0.0	1.0	1.0	3.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	2.0	2.0	7.0	3.0	2.0	
NM_182491	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	
NM_012338	1.0	1.0	2.0	2.0	2.0	1.0	1.0	2.0	7.0	1.0	4.0	1.0	1.0	6.0	3.0	1.0	1.0	1.0	1.0	0.0	2.0	0.0	1.0	4.0	1.0	1.0	3.0	1.0	3.0	2.0	0.0	3.0	1.0	1.0	4.0	2.0	6.0	1.0	1.0	1.0	
NM_012335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	
NM_014997	1.0	1.0	2.0	2.0	1.0	0.0	5.0	1.0	1.0	1.0	4.0	0.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	4.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	4.0	3.0	3.0	1.0	4.0	4.0	2.0	0.0	
NM_001690	1.0	1.0	8.0	2.0	2.0	2.0	1.0	2.0	1.0	3.0	1.0	1.0	4.0	1.0	1.0	2.0	1.0	3.0	4.0	3.0	2.0	1.0	3.0	1.0	4.0	1.0	4.0	1.0	1.0	1.0	3.0	2.0	1.0	1.0	1.0	2.0	1.0	3.0	3.0	2.0	
ENST00000578861.1	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NM_012334	0.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	2.0	1.0	2.0	2.0	1.0	0.0	2.0	1.0	1.0	1.0	0.0	1.0	2.0	3.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	
NM_001693	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	3.0	2.0	0.0	
NM_000362	28.0	21.0	60.0	26.0	24.0	12.0	22.0	16.0	12.0	13.0	16.0	9.0	11.0	23.0	7.0	24.0	37.0	49.0	18.0	22.0	17.0	25.0	23.0	109.0	21.0	22.0	25.0	55.0	8.0	11.0	12.0	12.0	7.0	38.0	20.0	39.0	43.0	67.0	46.0	12.0	
NM_012339	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	
NM_000346	0.0	1.0	1.0	3.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	2.0	0.0	1.0	1.0	2.0	1.0	2.0	1.0	2.0	2.0	1.0	1.0	4.0	2.0	1.0	1.0	4.0	1.0	0.0	0.0	0.0	3.0	3.0	0.0	3.0	1.0	1.0	1.0	1.0	
ENST00000359314.5	3.0	2.0	1.0	2.0	7.0	1.0	1.0	1.0	1.0	5.0	1.0	3.0	2.0	1.0	1.0	6.0	4.0	3.0	3.0	1.0	3.0	1.0	6.0	2.0	1.0	1.0	3.0	3.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	3.0	2.0	3.0	1.0	
NM_000345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
NM_001190737	20.0	22.0	22.0	35.0	25.0	10.0	29.0	27.0	15.0	19.0	31.0	6.0	24.0	26.0	16.0	25.0	27.0	42.0	23.0	34.0	18.0	16.0	15.0	115.0	25.0	21.0	31.0	18.0	17.0	20.0	5.0	12.0	22.0	46.0	29.0	36.0	30.0	42.0	35.0	7.0	
NM_014992	4.0	14.0	3.0	3.0	3.0	9.0	2.0	1.0	11.0	2.0	6.0	17.0	1.0	5.0	4.0	1.0	6.0	6.0	3.0	2.0	2.0	1.0	2.0	3.0	4.0	3.0	4.0	7.0	15.0	2.0	3.0	1.0	6.0	6.0	6.0	4.0	5.0	20.0	4.0	1.0	
NM_014991	1.0	1.0	1.0	1.0	6.0	2.0	2.0	1.0	1.0	4.0	6.0	1.0	2.0	2.0	1.0	1.0	5.0	2.0	1.0	3.0	2.0	2.0	2.0	13.0	1.0	6.0	3.0	1.0	3.0	3.0	2.0	1.0	1.0	1.0	7.0	1.0	1.0	1.0	2.0	1.0	
NM_012330	3.0	2.0	2.0	4.0	2.0	1.0	1.0	9.0	2.0	1.0	3.0	1.0	1.0	1.0	4.0	1.0	4.0	2.0	1.0	2.0	9.0	1.0	1.0	4.0	6.0	8.0	12.0	10.0	18.0	2.0	1.0	11.0	16.0	3.0	2.0	5.0	3.0	3.0	2.0	8.0	
ENST00000358495.3	0.0	0.0	0.0	0.0	1.0	1.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	3.0	0.0	1.0	0.0	1.0	3.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	2.0	1.0	0.0	2.0	0.0	0.0	
NM_014990	1.0	2.0	1.0	1.0	3.0	1.0	5.0	2.0	4.0	5.0	3.0	5.0	4.0	6.0	3.0	5.0	1.0	2.0	5.0	2.0	1.0	1021.0	1.0	10.0	4.0	7.0	4.0	1.0	1.0	3.0	420.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	3.0	
ENST00000265069.8	18.0	1.0	4.0	3.0	2.0	1.0	2.0	2.0	1.0	3.0	6.0	2.0	1.0	5.0	1.0	8.0	2.0	20.0	3.0	4.0	2.0	4.0	3.0	3.0	2.0	7.0	1.0	2.0	8.0	4.0	15.0	1.0	5.0	2.0	1.0	2.0	3.0	5.0	6.0	1.0	
NM_001675	6.0	6.0	5.0	10.0	12.0	8.0	6.0	4.0	5.0	2.0	4.0	4.0	9.0	10.0	4.0	5.0	6.0	6.0	4.0	8.0	9.0	8.0	6.0	12.0	7.0	6.0	7.0	12.0	9.0	6.0	4.0	5.0	8.0	8.0	9.0	7.0	7.0	14.0	10.0	1.0	
ENST00000410080.1	0.0	3.0	6.0	1.0	2.0	1.0	5.0	6.0	1.0	2.0	2.0	2.0	2.0	4.0	1.0	8.0	5.0	2.0	4.0	6.0	2.0	3.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	4.0	1.0	2.0	2.0	3.0	6.0	1.0	
NM_001163034	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	
NM_001677	20.0	18.0	29.0	17.0	23.0	12.0	16.0	13.0	17.0	14.0	19.0	13.0	19.0	18.0	9.0	21.0	33.0	40.0	23.0	18.0	15.0	14.0	11.0	104.0	18.0	7.0	26.0	20.0	16.0	17.0	12.0	12.0	11.0	34.0	26.0	24.0	25.0	66.0	42.0	8.0	
ENST00000555852.1	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NM_001679	0.0	1.0	2.0	1.0	1.0	1.0	2.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	2.0	0.0	1.0	0.0	1.0	1.0	2.0	0.0	
ENST00000538367.1	4.0	2.0	4.0	1.0	4.0	3.0	1.0	2.0	5.0	1.0	4.0	1.0	0.0	5.0	2.0	1.0	3.0	3.0	6.0	2.0	3.0	3.0	5.0	12.0	3.0	0.0	2.0	2.0	6.0	0.0	4.0	2.0	2.0	4.0	3.0	5.0	4.0	8.0	5.0	3.0	
NM_014989	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	
NM_014988	1.0	1.0	3.0	2.0	5.0	1.0	4.0	1.0	8.0	6.0	2.0	1.0	2.0	1.0	1.0	4.0	8.0	5.0	7.0	1.0	1.0	2.0	1.0	5.0	4.0	3.0	3.0	3.0	2.0	3.0	1.0	1.0	3.0	4.0	3.0	1.0	1.0	11.0	11.0	3.0	
NM_014987	1.0	2.0	2.0	3.0	0.0	3.0	2.0	2.0	2.0	3.0	2.0	0.0	1.0	3.0	0.0	0.0	6.0	4.0	6.0	1.0	1.0	8.0	0.0	12.0	2.0	2.0	3.0	2.0	0.0	3.0	2.0	0.0	2.0	2.0	3.0	5.0	8.0	9.0	6.0	0.0	
NM_012325	3.0	1.0	1.0	5.0	1.0	2.0	1.0	1.0	1.0	4.0	1.0	0.0	1.0	1.0	3.0	5.0	3.0	6.0	3.0	6.0	5.0	2.0	2.0	20.0	3.0	1.0	3.0	3.0	1.0	1.0	1.0	0.0	2.0	4.0	1.0	6.0	5.0	10.0	6.0	1.0	
ENST00000558039.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NM_014984	1.0	1.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	3.0	2.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	2.0	1.0	
TCONS_l2_00021167	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NM_014983	1.0	1.0	2.0	2.0	2.0	0.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	2.0	1.0	2.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	4.0	1.0	1.0	2.0	2.0	2.0	
ENST00000247815.4	1.0	0.0	2.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	1.0	1.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	3.0	4.0	3.0	1.0	
NM_012320	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	6.0	1.0	1.0	2.0	2.0	0.0	0.0	1.0	2.0	0.0	1.0	1.0	1.0	1.0	7.0	4.0	1.0	
TCONS_l2_00021166	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NM_012321	3.0	2.0	1.0	2.0	1.0	0.0	1.0	2.0	0.0	2.0	1.0	1.0	3.0	2.0	4.0	1.0	2.0	5.0	2.0	1.0	1.0	4.0	1.0	10.0	1.0	0.0	4.0	5.0	1.0	1.0	0.0	0.0	1.0	5.0	0.0	5.0	5.0	17.0	8.0	1.0	
NM_014982	1.0	2.0	3.0	1.0	3.0	2.0	2.0	2.0	1.0	5.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	5.0	2.0	2.0	3.0	1.0	2.0	12.0	2.0	4.0	1.0	3.0	3.0	1.0	1.0	2.0	1.0	3.0	4.0	3.0	4.0	8.0	4.0	2.0	
NM_000351	2.0	0.0	1.0	2.0	1.0	0.0	0.0	2.0	0.0	1.0	1.0	1.0	2.0	1.0	2.0	2.0	1.0	6.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	
NM_000350	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
ENST00000544264.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NM_012329	0.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.0	2.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	3.0	2.0	3.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	1.0	1.0	2.0	1.0	2.0	2.0	0.0	
ENST00000380358.4	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	
NM_001746	1.0	1.0	6.0	1.0	15.0	6.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	4.0	1.0	7.0	3.0	6.0	1.0	13.0	1.0	2.0	37.0	2.0	3.0	1.0	2.0	2.0	1.0	
NM_000414	5.0	4.0	3.0	5.0	5.0	4.0	2.0	4.0	1.0	1.0	10.0	2.0	4.0	7.0	9.0	9.0	16.0	9.0	13.0	9.0	11.0	6.0	4.0	11.0	8.0	4.0	9.0	9.0	1.0	5.0	5.0	2.0	7.0	10.0	12.0	5.0	8.0	10.0	19.0	3.0	
